sim_time_s,painting_count,phase,agent_enabled,brush_loaded,depositing_paint,contact_on_canvas,contact_pressure,contact_force_n,canvas_coverage,tip_x,tip_y,tip_z,target_tip_x,target_tip_y,target_tip_z,brush_x,brush_y,brush_z,max_joint_target_error_deg,position_yaw_deg,target_yaw_deg,velocity_yaw_rad_s,velocity_yaw_deg_s,current_yaw_a,torque_yaw_nm,voltage_yaw_v,actuator_position_yaw_deg,actuator_velocity_yaw_rad_s,encoder_position_yaw_deg,encoder_velocity_yaw_rad_s,position_error_yaw_deg,elastic_deflection_yaw_deg,backlash_deflection_yaw_deg,friction_torque_yaw_nm,load_torque_yaw_nm,encoder_std_yaw_deg,thermal_fraction_yaw,torque_limit_fraction_yaw,position_pitch_deg,target_pitch_deg,velocity_pitch_rad_s,velocity_pitch_deg_s,current_pitch_a,torque_pitch_nm,voltage_pitch_v,actuator_position_pitch_deg,actuator_velocity_pitch_rad_s,encoder_position_pitch_deg,encoder_velocity_pitch_rad_s,position_error_pitch_deg,elastic_deflection_pitch_deg,backlash_deflection_pitch_deg,friction_torque_pitch_nm,load_torque_pitch_nm,encoder_std_pitch_deg,thermal_fraction_pitch,torque_limit_fraction_pitch,position_roll_deg,target_roll_deg,velocity_roll_rad_s,velocity_roll_deg_s,current_roll_a,torque_roll_nm,voltage_roll_v,actuator_position_roll_deg,actuator_velocity_roll_rad_s,encoder_position_roll_deg,encoder_velocity_roll_rad_s,position_error_roll_deg,elastic_deflection_roll_deg,backlash_deflection_roll_deg,friction_torque_roll_nm,load_torque_roll_nm,encoder_std_roll_deg,thermal_fraction_roll,torque_limit_fraction_roll,position_elbow_deg,target_elbow_deg,velocity_elbow_rad_s,velocity_elbow_deg_s,current_elbow_a,torque_elbow_nm,voltage_elbow_v,actuator_position_elbow_deg,actuator_velocity_elbow_rad_s,encoder_position_elbow_deg,encoder_velocity_elbow_rad_s,position_error_elbow_deg,elastic_deflection_elbow_deg,backlash_deflection_elbow_deg,friction_torque_elbow_nm,load_torque_elbow_nm,encoder_std_elbow_deg,thermal_fraction_elbow,torque_limit_fraction_elbow
0.0,0,scripted,False,False,False,True,0.0,0.0,0.0,0.0,16.712477851850025,0.0,0.0,16.712477851850025,0.0,0.0,16.712477851850025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0,scripted,False,False,False,True,0.0,0.0,0.0,-0.28930780521827815,16.78217402855913,-0.16221090098859037,-7.199999999999999,16.266163793103445,-4.499999999999998,-0.28930780521827815,16.78217402855913,-0.16221090098859037,22.917748476627537,0.9581879603020557,23.875936436929592,0.8771500745183883,50.256997269489304,4.319230222654727,1.8140766935149852,9.070383467574926,5.944958832539485,1.237414395786256,0.9490091037041821,0.8771500745183883,23.13097298399945,4.951770872237429,0.035,0.02573299247117598,0.0,0.06796882371413465,0.0007852928641200598,0.9997559780021399,-50.343448747336126,-59.30851936199117,-0.31381334099338176,-17.98017999382052,-1.7031754805073869,-0.7153337018131024,-3.5766685090655126,-52.078286041572184,-0.49613412111754407,-50.37989221918529,-0.31381334099338176,-9.06812922014654,-1.6898372942360624,-0.045,-0.02887745399050773,-0.0,0.0473590363931083,0.00012115356480641211,0.9999623901488329,-0.03854290102210109,0.0,-0.03220056632078074,-1.844956548111838,0.0070208991840177174,0.002948777657287441,0.014743888286437207,-0.05716514115444636,-0.1805820887378637,-0.08929079947120636,-0.03220056632078074,-0.0197029513508699,0.0010807112185246214,-0.0197029513508699,-0.012202998292748603,-0.0,0.03566908596635854,3.8587084138671764e-09,0.9999999987308738,99.57950533243357,90.22408393368188,-0.3850291857825122,-22.06054733469643,-1.762564040704412,-0.7402768970958531,-3.7013844854792657,97.25338577340327,-0.5718488269018707,99.59216834459521,-0.3850291857825122,-9.482587228500076,-2.2861195590303054,-0.04,-0.021387470697337898,-0.0,0.04899545528959458,0.00012991684830952337,0.999959663144376
0.06666666666666667,0,scripted,False,False,False,True,0.0,0.0,0.0,-1.0512037581586031,16.931754392892067,-0.5907444342263872,-7.200000000000001,16.282327586206897,-4.500000000000002,-1.0512037581586031,16.931754392892067,-0.5907444342263872,20.393761029787377,3.4611200476644526,23.85488107745183,1.6244737355529633,93.07548897703579,3.5414214350469053,1.4873970027197,7.436985013598502,8.864763240742166,1.6658694986127531,3.5465725338766476,1.6244737355529633,20.696227925204578,5.3686431930777125,0.035,0.033404089966177664,0.0,0.08013740840765535,0.001364278975307212,0.9995432099584806,-51.235937431247095,-59.25261667527652,-0.5796491493576535,-33.21144985654184,-1.4253906100515,-0.59866405622163,-2.99332028110815,-53.14536740407686,-0.6391457902919484,-51.28357084908976,-0.5796491493576535,-8.194349458754335,-1.8644299728297662,-0.045,-0.03268222433497507,-0.0,0.051683663737337,0.00021128325615096065,0.9999294056908765,-0.12074267195185755,0.0,-0.049032576933774864,-2.809359716955811,0.027275527963811715,0.01145572174480092,0.0572786087240046,-0.07107901179249684,-0.19095948439850585,-0.0917100428845661,-0.049032576933774864,0.04573320143608129,0.003930458723279415,0.04573320143608129,-0.01233405366976477,-0.0,0.03607806413854626,4.074635823497567e-08,0.9999999869680226,98.48322128815158,90.13490089746035,-0.711097735636318,-40.74289907327058,-1.4389986198640468,-0.6043794203428996,-3.021897101714498,96.00690636638429,-0.7651892443417196,98.52957774858099,-0.711097735636318,-8.499563909404978,-2.4363149217672992,-0.04,-0.024738808430038086,-0.0,0.0543612354979551,0.00022519060153885676,0.9999246022608828
0.09999999999999999,0,scripted,False,False,False,True,0.13503522724301575,3.7134687491829332,0.0,-2.208161429344872,17.067517613621508,-1.2489017675417315,-7.200000000000003,16.298491379310345,-4.500000000000001,-2.208161429344872,17.0,-1.2489017675417315,16.623584552631634,7.210276103131634,23.833860655763267,2.1979932160024087,125.93573467532474,2.6198355595941103,1.1003309350295263,5.501654675147631,12.644518780801658,2.127514124684091,7.103390436361684,2.1979932160024087,17.215347763324583,5.399242677670024,0.035,0.03936583485232374,0.004952484191904998,0.09822138827383714,0.0017155910845905174,0.9994108537976656,-52.57124832586456,-59.19668567218943,-0.7812755027052778,-44.76378894197415,-1.0732953163030827,-0.45078403284729474,-2.2539201642364737,-54.477058235626735,-0.6865987350434555,-52.66645107415104,-0.7812755027052778,-6.833870314280905,-1.860809909762175,-0.045,-0.03564935469510622,-0.016508280639683327,0.06436367599614085,0.0002681921494420748,0.9999080315527383,-0.2154491256139284,0.0,-0.046689293061577444,-2.6750994408778257,0.05207981164713564,0.021873520891796967,0.10936760445898484,-0.10441443057106332,-0.07398567713243148,-0.2553299132012283,-0.046689293061577444,0.17062890064590225,0.051034695042865084,0.06,-0.01233492009107803,-0.003301656127936665,0.04602475357235275,1.4130246200516445e-07,0.9999999550258896,96.8415826415522,90.04562961073832,-0.9620680097308357,-55.1224365621279,-1.03054029804189,-0.4328269251775938,-2.1641346258879692,94.44115205777305,-0.7530548726363051,96.84989441904385,-0.9620680097308357,-6.955975885479057,-2.360430583779142,-0.04,-0.02736761585773588,-0.01320662451174666,0.06782682964286203,0.00028195488044219523,0.99990306555248
0.13333333333333333,0,scripted,False,False,False,True,0.1723756901658149,4.740331479559909,0.0,-3.646506855658358,17.086187845082907,-2.081096349268268,-7.199999999999999,16.31465517241379,-4.499999999999999,-3.646506855658358,17.0,-2.081096349268268,11.975183459585164,11.837691631035366,23.81287509062053,2.5669331389757284,147.07443515557765,1.5506289480194764,0.6512641581681801,3.2563207908409004,16.881551400542946,2.3497430229872185,11.915975930245624,2.5669331389757284,12.609845783861422,5.008859769507582,0.035,0.04331866672510316,0.008346698545036833,0.10857002039822923,0.0018712862033626243,0.9993489837090044,-54.205465697843806,-59.14072621744976,-0.9020540289781837,-51.68388875322158,-0.6694097550660223,-0.2811520971277294,-1.405760485638647,-55.961352043582,-0.7825959557001827,-54.25656391370972,-0.9020540289781837,-5.057569388258932,-1.7108863457382006,-0.045,-0.0374748768689228,-0.02782232848345611,0.07212522679487314,0.00029579786692862,0.9998972050788174,-0.2826144503865479,0.0,-0.025770507027463523,-1.4765412885858886,0.05236472073409189,0.02199318270831859,0.10996591354159296,-0.13380320935257697,-0.12912032730760745,-0.29783020189788495,-0.025770507027463523,0.2088980125120515,0.08881124103397094,0.06,-0.012197659066474957,-0.005564465696691221,0.05239582409038755,3.249851002501971e-07,0.9999998907820496,94.82570415242739,89.95626985744997,-1.11350083024891,-63.798898057575656,-0.5803864809897806,-0.24376232201570786,-1.2188116100785393,92.6779914821808,-0.905226841386515,94.8365707664997,-1.11350083024891,-5.010714968943127,-2.107712670246587,-0.04,-0.02899835521996007,-0.022257862786764886,0.07603622255572966,0.00030614946052285154,0.9998933978137882
0.16666666666666677,0,scripted,False,False,False,True,0.0,0.0,0.0,-5.227281385087602,16.915240200155395,-3.0258892857394777,-7.200000000000001,16.330818965517242,-4.499999999999998,-5.227281385087602,16.915240200155395,-3.0258892857394777,6.848164467481126,16.94375983353098,23.791924301012106,2.726526184761826,156.21844311875915,0.47323433218099237,0.19875841951601678,0.993792097580084,21.310085113280653,2.2583490669057715,17.10184184500244,2.726526184761826,7.560924451941562,4.331325279749673,0.035,0.04517243356263581,0.0,0.09122064631016866,0.0019073461759139434,0.9993327563553123,-56.003614281909464,-59.08473817517281,-0.9641193750676939,-55.2399711381693,-0.29487481436000074,-0.1238474220312003,-0.6192371101560016,-57.61705987627494,-0.8247141610101316,-55.995235208178165,-0.9641193750676939,-3.312964534025697,-1.5684455943654783,-0.045,-0.03844003726424473,-0.0,0.055335511838353876,0.00030458107919307246,0.999893533565957,-0.311990784554708,0.0,-0.008493470914652662,-0.4866400368267166,0.06781034576315463,0.028480345220524943,0.14240172610262472,-0.21174527628874057,0.004546576963006706,-0.26845163952796236,-0.008493470914652662,0.32122477787325804,0.04024550826596745,0.06,0.011929849288949653,0.0,0.03541204922459004,4.79052880293211e-07,0.9999998399241458,92.6104329082616,89.86682142024083,-1.1826943765867006,-67.76339623227395,-0.13783764720494077,-0.05789181182607512,-0.2894590591303756,90.75279081625187,-0.9137785210775107,92.60663754521426,-1.1826943765867006,-2.9427707727954715,-1.817642092009732,-0.04,-0.02979018622804855,-0.0,0.059146164843180235,0.000311252622980806,0.9998910860143402
0.2000000000000002,0,scripted,False,False,False,True,0.0,0.0,0.0,-6.802672959151736,16.537392965596297,-4.022292668483564,-7.200000000000003,16.34698275862069,-4.499999999999999,-6.802672959151736,16.537392965596297,-4.022292668483564,1.6392940622162833,22.131714143941217,23.7710082061575,2.679544840129471,153.52661035547558,-0.5969906504517342,-0.25073607318972835,-1.2536803659486417,25.509445360306227,1.9458717485374422,22.32376923210004,2.679544840129471,2.1566573457849714,3.3427312163650083,0.035,0.044969571130088856,0.0,0.09072300626848846,0.0019103311889229454,0.9993319305410491,-57.85115481939596,-59.0287214088654,-0.9621046901540439,-55.12453819556848,0.06817908255677661,0.028635214673846176,0.14317607336923088,-59.188480719696884,-0.8948198995934398,-57.86776200911074,-0.9621046901540439,-1.5016823227910396,-1.2923259003009293,-0.045,-0.038519688242831626,-0.0,0.05448559052649794,0.0003050471711380981,0.9998932343319742,-0.31383382357129996,0.0,0.005424478666953688,0.31079973367519725,0.05720440073117277,0.024025848307092562,0.12012924153546282,-0.20768934218473326,-0.07882448832989335,-0.3135209053614378,0.005424478666953688,0.29503157474389136,0.04614448138656671,0.06,0.012024392121116365,0.0,0.03531279100452184,6.43091637069298e-07,0.9999997803144655,90.34910571782919,89.77728408045974,-1.1728555205335505,-67.1996713051917,0.27668144620649515,0.11620620740672796,0.5810310370336398,88.92165148460715,-0.9027920887878338,90.33737835978232,-1.1728555205335505,-0.8638273996408077,-1.3874542332220334,-0.04,-0.029788745153086618,-0.0,0.05944525843283707,0.00031201480906569725,0.9998909143992639
0.23333333333333364,0,scripted,False,False,False,True,0.0,0.0,0.0,-8.230997194103852,15.995507033482504,-5.000690488948679,-7.2,16.363146551724135,-4.4999999999999964,-8.230997194103852,15.995507033482504,-5.000690488948679,3.274585743003648,27.02471246851022,23.750126725506572,2.4447897005159693,140.07613163661753,-1.4752937078554633,-0.6196233572992945,-3.098116786496473,29.236108001483124,1.8718007354566346,26.916098327886314,2.4447897005159693,-2.653805843828483,2.2463955329729077,-0.035,0.042829273203041245,0.0,0.0891647001098032,0.0019574140332158244,0.9993184600962227,-59.635268641331265,-58.97267578142197,-0.9056096960059588,-51.887613467266924,0.4403386422687259,0.18494222975286487,0.9247111487643244,-60.52103575605993,-0.664747125063343,-59.68785116816707,-0.9056096960059588,0.45893987741044723,-0.9307671147286612,0.045,-0.03781929789032706,-0.0,0.054684831928221767,0.00030827633543480565,0.9998924169849939,-0.2835571815966441,0.0,0.023236040770979634,1.3313270687710406,0.04471159160341439,0.018778868473434043,0.09389434236717022,-0.16843435559988487,-0.005138124795676172,-0.35063466021055906,0.023236040770979634,0.26539057752405393,0.05512282599675925,0.06,0.012150100708431942,0.0,0.03562440507114608,7.664732073096904e-07,0.9999997350228256,88.20074133478039,89.68765761815084,-1.0771557650681456,-61.716479216589974,0.6587818837746903,0.2766883911853699,1.3834419559268496,87.37600382026457,-0.8244844186780931,88.16069615885742,-1.0771557650681456,1.2155411605108293,-0.8647375145158128,0.04,-0.02892778010536373,-0.0,0.058895907743415375,0.0003217911188484067,0.9998880835162313
0.26666666666666694,0,scripted,False,False,False,True,0.0,0.0,0.0,-9.407156943688085,15.378667599819984,-5.895523788503647,-7.200000000000001,16.379310344827587,-4.499999999999999,-9.407156943688085,15.378667599819984,-5.895523788503647,7.566010324506287,31.295290103245087,23.7292797787388,2.0545928656525265,117.71949981957913,-2.2068160178214273,-0.9268627274849994,-4.634313637424998,32.31073139169697,1.4316339329298788,31.19624934484162,2.0545928656525265,-7.033513923482155,1.0504412884518761,-0.035,0.03910168147827118,0.0,0.08397334309098421,0.0020953690664095212,0.9992746266382138,-61.26374960620149,-58.91660115512044,-0.8044651050045041,-46.09245528230669,0.742949807945479,0.3120389193371012,1.560194596685506,-61.77585444951902,-0.6456317826044611,-61.236343389120876,-0.8044651050045041,2.159068997116014,-0.5571048433175304,0.045,-0.03647642533625496,-0.0,0.053742694271323936,0.0003226703489361086,0.9998879708526297,-0.22082025564535948,0.0,0.04079699663314325,2.337495723888537,0.03166314595144213,0.013298521299605693,0.06649260649802848,-0.09780841146837985,0.020897303460160766,-0.2594466174643968,0.04079699663314325,0.23180271430290098,0.06301184417697965,0.06,0.012269385075297184,0.0,0.03592902259677516,8.400344469553149e-07,0.9999997076268651,86.30963156693214,89.59794181204536,-0.913331798198981,-52.330057331895816,0.9809873151355515,0.4120146723569316,2.0600733617846583,86.04673987236853,-0.6059460668645222,86.29065145110268,-0.913331798198981,3.1269232373730573,-0.30289169456359377,0.04,-0.027376066196523288,-0.0,0.05677016208946374,0.00034909458813764486,0.9998794003276107
0.30000000000000016,0,scripted,False,False,False,False,0.0,0.0,0.0,-10.275827211013535,14.79516223130042,-6.650157601651346,-7.200000000000001,16.39547413793104,-4.499999999999998,-10.275827211013535,14.79516223130042,-6.650157601651346,10.981304415002555,34.68977170076507,23.708467285762516,1.5483807438948411,88.71568170450121,-2.7216786334597414,-1.1431050260530913,-5.7155251302654575,34.527016830227396,0.9562394311485356,34.76149463532614,1.5483807438948411,-10.55802612140726,-0.12775487053767418,-0.035,0.034161917088756766,0.0,0.07568789571168161,0.002335595127855186,0.9991947379936027,-62.65598260276367,-58.860497391618296,-0.6661076881662413,-38.16515923314196,0.9891967358862574,0.41546262907222814,2.0773131453611406,-62.78315131904445,-0.45382041153184005,-62.62354622352996,-0.6661076881662413,3.650977137615932,-0.17216871628077113,0.045,-0.03458852424708417,-0.0,0.05185499924863289,0.00035236224072185933,0.9998782833204435,-0.12764966927914337,0.0,0.053150941450303864,3.045324622249358,0.0121559911268114,0.005105516273260787,0.02552758136630394,-0.012936283348175792,0.09303527778677724,-0.138494365027707,0.053150941450303864,0.16076193968027114,0.05471338593096759,0.06,0.012366232211025476,0.0,0.03610643308303041,8.562067278288261e-07,0.9999997005527755,84.78634278934608,89.50813643955358,-0.7016446989331765,-40.20127996659831,1.2037793967075459,0.5055873466171692,2.527936733085846,85.05521932964028,-0.3837722979666758,84.83419634313015,-0.7016446989331765,4.64063754075856,0.22887654029421461,0.04,-0.025303947730380617,-0.0,0.05333210610976191,0.0003943056819897991,0.999864380291337
